"","date","COCCOLITHOPHORIDS","DIATOMS","DINOFLAGELLATES","CYANOBACTERIA","OTHERS","NANOFLAGELLATES"
"1",1995-11-08 07:36:00,0.0463826388888889,0.323438383233533,0.0741906914893617,0.171533,0,201.39917
"2",1995-12-13 08:11:00,0,0.691706586826347,0.323510638297872,0.3975,0,327.049295
"3",1996-01-12 08:35:00,1.00583972222222,4.57644359281437,0.263433548387097,0.2763635,0.0289835714285714,490.93565
"4",1996-02-13 08:16:00,0.348095978333333,2.54623189325335,0.104556454731183,0.652561,0.0215533928571429,614.8219775
"5",1996-03-13 08:44:00,1.02348162833333,1.4227507295509,0.0155889196808511,0.01915,0.0545110714285714,339.894653537
"6",1996-04-16 09:12:00,0.101475555555556,0.682431986526946,0.0322988430851064,0.02370425,0.426500535714286,404.415226096
"7",1996-05-09 08:15:00,0.671824375,1.41507021766467,0.0409077723404255,0.021,0.00456785714285714,249.13852
"8",1996-06-12 08:51:00,0.81091025,0.104850373568862,0.10735092012766,0.112865,0.0118678571428571,51.7349045
"9",1996-07-10 08:40:00,1.35287465277778,0.0192932881736527,0.0672110638297872,0.00319375,0.0201785714285714,53.940357
"10",1996-08-06 08:35:00,1.13010277777778,0.0759447874251497,0.097445,0.008086,0.01519,86.90074
"11",1996-09-10 08:37:00,0.870470638888889,0.00947232245508982,0.035493085106383,0,0.00610714285714286,60.331461
"12",1996-10-09 08:38:00,0.114861111111111,0.11408111739521,0.0555770914893617,0,0.00417857142857143,138.345405
"13",1996-11-10 08:22:00,0.375098333333333,0.332085716766467,0.0796175598404255,0.0879285,0.0770217357142857,90.205187
"14",1996-12-11 09:20:00,0.324154166666667,0.0471796018072289,0.0520950452631579,0.02091,0.00625,121.5889
"15",1997-01-07 09:30:00,0.895796355555556,1.4153830345509,0.0633798138297872,0,0.0730946428571429,132.1264555
"16",1997-02-13 09:24:00,0.232061111111111,0.228017611227545,0.0467225132978723,0,0.000546428571428572,111.733885
"17",1997-03-13 09:39:00,0.2842725,0.930620908203593,0.109525763297872,0,0.00278035714285714,225.436775
"18",1997-04-15 09:22:00,0.366641666666667,1.16140045167665,0.10399142287234,0,0.01,285.10228
"19",1997-05-10 09:36:00,0.193591666666667,1.34881522095808,0.0387047872340426,0,0.0126785714285714,204.707795
"20",1997-06-17 09:17:00,0.193591666666667,1.37345080092025,0.0382973684210526,0,0.0126785714285714,204.707795
"21",1997-07-08 09:24:00,0.11038125,0.339610301204819,0.108513629032258,0.00810475,0.0096325,224.2259075
"22",1997-09-17 09:28:00,0.106703472222222,0.0051142921686747,0.0976457258064516,0.0003735,0.00093375,35.447305
"23",1997-10-14 09:46:00,0.435722222222222,0.0339968072289157,0.152153655913978,0.019741,0,56.0637
"24",1997-11-13 09:41:00,0.612275277777778,0.0223924548192771,0.105838548387097,0.009644,0.0167,14.84389
"25",1997-12-17 09:28:00,0.308794166666667,1.04577667168675,0.908487930107527,0.0148325,0.0083803125,212.70066
"26",1998-01-14 09:25:00,0.00722222222222222,0.0670890361445783,0.343688684210526,0.0327295,0.0038475,160.55451
"27",1998-02-11 10:23:00,0.579691638888889,0.181550747993133,0.177353540382947,0.0261832497,0.00789541703875,46.4968703331
"28",1998-03-12 09:37:00,0.201388888888889,4.14351920180723,0.120457894736842,0,0.010850625,78.370875
"29",1998-06-09 09:34:00,0.903922222222222,0.0326020030120482,0.0517922368421053,0.3906935,0.001613125,141.364625
"30",1998-07-09 09:15:00,0.0500527777777778,0.115818674698795,0.00789436842105263,0.0320845,0.000643125,69.927225
"31",1998-08-05 09:50:00,0.0976438888888889,0.104010918674699,0.121610315789474,0.01385475,0.044721875,126.475345
"32",1998-09-01 09:55:00,0,0.113110542168675,0.0386535263157895,0.005625,0,81.2471
"33",1998-10-14 09:31:00,0.1646625,0.00148325301204819,0.0291188684210526,0.00260625,0,149.70018
"34",1998-12-16 09:35:00,0.309706944444444,0.00634885542168675,0.115472342105263,0.03946875,0,103.814635
"35",1999-01-12 09:30:00,0.542003333333333,0.276284550898204,0.109187582417582,0,0,271.2593325
"36",1999-02-10 09:37:00,0.623468611111111,1.67083254491018,0.116666098901099,0.1567905,0.0508875,448.087925
"37",1999-03-04 09:35:00,0.250981666666667,0.00743251497005988,0.143377857142857,0.002125,0.4005903125,178.04456
"38",1999-04-07 09:37:00,0.338717222222222,0.106289176646707,0.0305361538461538,0.003046,0.0039984375,129.21694
"39",1999-05-06 09:15:00,2.37038916666667,0.0754127994011976,0.0901275549450549,0.00739675,2.3131853125,176.62735
"40",1999-06-08 09:34:00,0.0532083333333333,1.7572028742515,0.118283296703297,0.020672,2.305474375,329.092905
"41",1999-07-15 09:36:00,0.189713409090909,0.168451533149171,0.0908349019607843,0.0196268181818182,0.0306504545454545,230.265755
"42",1999-08-11 09:25:00,0.693906630434783,1.03381696132597,0.129289362745098,0.00216,0.0651340909090909,209.085955
"43",1999-09-14 10:05:00,0.0721975,0.0900810928961749,0.00743186363636364,0.0297936363636364,0.0012,265.955915
