"year","month","meandate","lon","lat","value","unit","var"
1997,9,10112,144.54167175293,50.5416641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.625015258789,50.5416641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.708358764648,50.5416641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.79167175293,50.5416641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.875015258789,50.5416641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.958358764648,50.5416641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.54167175293,50.4583320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.625015258789,50.4583320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.708358764648,50.4583320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.79167175293,50.4583320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.875015258789,50.4583320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.958358764648,50.4583320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.54167175293,50.3749961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.625015258789,50.3749961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.708358764648,50.3749961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.79167175293,50.3749961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.875015258789,50.3749961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.958358764648,50.3749961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.54167175293,50.2916641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.625015258789,50.2916641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.708358764648,50.2916641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.79167175293,50.2916641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.875015258789,50.2916641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.958358764648,50.2916641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.54167175293,50.2083320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.625015258789,50.2083320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.708358764648,50.2083320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.79167175293,50.2083320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.875015258789,50.2083320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.958358764648,50.2083320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.54167175293,50.1249961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.625015258789,50.1249961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.708358764648,50.1249961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.79167175293,50.1249961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.875015258789,50.1249961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.958358764648,50.1249961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.54167175293,50.0416641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.625015258789,50.0416641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.708358764648,50.0416641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.79167175293,50.0416641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.875015258789,50.0416641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.958358764648,50.0416641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.54167175293,49.9583320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.625015258789,49.9583320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.708358764648,49.9583320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.79167175293,49.9583320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.875015258789,49.9583320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.958358764648,49.9583320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.54167175293,49.8749961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.625015258789,49.8749961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.708358764648,49.8749961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.79167175293,49.8749961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.875015258789,49.8749961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.958358764648,49.8749961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.54167175293,49.7916641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.625015258789,49.7916641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.708358764648,49.7916641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.79167175293,49.7916641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.875015258789,49.7916641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.958358764648,49.7916641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.54167175293,49.7083320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.625015258789,49.7083320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.708358764648,49.7083320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.79167175293,49.7083320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.875015258789,49.7083320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.958358764648,49.7083320617676,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.54167175293,49.6249961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.625015258789,49.6249961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.708358764648,49.6249961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.79167175293,49.6249961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.875015258789,49.6249961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.958358764648,49.6249961853027,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.54167175293,49.5416641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.625015258789,49.5416641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.708358764648,49.5416641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.79167175293,49.5416641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.875015258789,49.5416641235352,NA,"mg m^-3","chl_ocx"
1997,9,10112,144.958358764648,49.5416641235352,NA,"mg m^-3","chl_ocx"
1997,9,10122,144.54167175293,50.5416641235352,4.52422189712524,"mg m^-3","chl_ocx"
1997,9,10122,144.625015258789,50.5416641235352,3.5371835231781,"mg m^-3","chl_ocx"
1997,9,10122,144.708358764648,50.5416641235352,3.22686076164246,"mg m^-3","chl_ocx"
1997,9,10122,144.79167175293,50.5416641235352,2.63579106330872,"mg m^-3","chl_ocx"
1997,9,10122,144.875015258789,50.5416641235352,2.63571953773499,"mg m^-3","chl_ocx"
1997,9,10122,144.958358764648,50.5416641235352,2.22451400756836,"mg m^-3","chl_ocx"
1997,9,10122,144.54167175293,50.4583320617676,4.90929651260376,"mg m^-3","chl_ocx"
1997,9,10122,144.625015258789,50.4583320617676,4.70451688766479,"mg m^-3","chl_ocx"
1997,9,10122,144.708358764648,50.4583320617676,3.85371661186218,"mg m^-3","chl_ocx"
1997,9,10122,144.79167175293,50.4583320617676,3.85370969772339,"mg m^-3","chl_ocx"
1997,9,10122,144.875015258789,50.4583320617676,4.49747276306152,"mg m^-3","chl_ocx"
1997,9,10122,144.958358764648,50.4583320617676,1.55117642879486,"mg m^-3","chl_ocx"
1997,9,10122,144.54167175293,50.3749961853027,3.42969441413879,"mg m^-3","chl_ocx"
1997,9,10122,144.625015258789,50.3749961853027,5.45073318481445,"mg m^-3","chl_ocx"
1997,9,10122,144.708358764648,50.3749961853027,5.22605276107788,"mg m^-3","chl_ocx"
1997,9,10122,144.79167175293,50.3749961853027,4.49745512008667,"mg m^-3","chl_ocx"
1997,9,10122,144.875015258789,50.3749961853027,4.49747276306152,"mg m^-3","chl_ocx"
1997,9,10122,144.958358764648,50.3749961853027,1.55117642879486,"mg m^-3","chl_ocx"
1997,9,10122,144.54167175293,50.2916641235352,4.57508373260498,"mg m^-3","chl_ocx"
1997,9,10122,144.625015258789,50.2916641235352,4.93854236602783,"mg m^-3","chl_ocx"
1997,9,10122,144.708358764648,50.2916641235352,5.22612333297729,"mg m^-3","chl_ocx"
1997,9,10122,144.79167175293,50.2916641235352,4.49747276306152,"mg m^-3","chl_ocx"
1997,9,10122,144.875015258789,50.2916641235352,4.49747276306152,"mg m^-3","chl_ocx"
1997,9,10122,144.958358764648,50.2916641235352,1.55117642879486,"mg m^-3","chl_ocx"
