/* DATA DESCRIPTION:
Citation:	Kostadinov, Tihomir S; Milutinovic, Svetlana; Marinov, Irina; Cabré, Anna (2016): Size-partitioned phytoplankton carbon concentrations retrieved from ocean color data, links to data in NetCDF format. PANGAEA, https://doi.org/10.1594/PANGAEA.859005, 
	Supplement to: Kostadinov, TS et al. (2016): Carbon-based phytoplankton size classes retrieved via ocean color estimates of the particle size distribution. Ocean Science, 12(2), 561-575, https://doi.org/10.5194/os-12-561-2016
Abstract:	Owing to their important roles in biogeochemical cycles, phytoplankton functional types (PFTs) have been the aim of an increasing number of ocean color algorithms. Yet, none of the existing methods are based on phytoplankton carbon (C) biomass, which is a fundamental biogeochemical and ecological variable and the "unit of accounting" in Earth system models. We present a novel bio-optical algorithm to retrieve size-partitioned phytoplankton carbon from ocean color satellite data. The algorithm is based on existing methods to estimate particle volume from a power-law particle size distribution (PSD). Volume is converted to carbon concentrations using a compilation of allometric relationships. We quantify absolute and fractional biomass in three PFTs based on size - picophytoplankton (0.5-2 µm in diameter), nanophytoplankton (2-20 µm) and microphytoplankton (20-50 µm). The mean spatial distributions of total phytoplankton C biomass and individual PFTs, derived from global SeaWiFS monthly ocean color data, are consistent with current understanding of oceanic ecosystems, i.e., oligotrophic regions are characterized by low biomass and dominance of picoplankton, whereas eutrophic regions have high biomass to which nanoplankton and microplankton contribute relatively larger fractions. Global climatological, spatially integrated phytoplankton carbon biomass standing stock estimates using our PSD-based approach yield - 0.25 Gt of C, consistent with analogous estimates from two other ocean color algorithms and several state-of-the-art Earth system models. Satisfactory in situ closure observed between PSD and POC measurements lends support to the theoretical basis of the PSD-based algorithm. Uncertainty budget analyses indicate that absolute carbon concentration uncertainties are driven by the PSD parameter No which determines particle number concentration to first order, while uncertainties in PFTs' fractional contributions to total C biomass are mostly due to the allometric coefficients. The C algorithm presented here, which is not empirically constrained a priori, partitions biomass in size classes and introduces improvement over the assumptions of the other approaches. However, the range of phytoplankton C biomass spatial variability globally is larger than estimated by any other models considered here, which suggests an empirical correction to the No parameter is needed, based on PSD validation statistics. These corrected absolute carbon biomass concentrations validate well against in situ POC observations.
Further details:	Description of data formats (URI: hdl:10013/epic.47410.d001)
Coverage:	DATE/TIME START: 1997-09-01T00:00:00 * DATE/TIME END: 2010-12-31T23:59:59
Comment:	Fractional and absolute phytoplankton carbon concentrations in three size classes - picoplankton, nanoplankton and microplankton. These maps are derived from SeaWiFS ocean color satellite imagery using retrievals of the particle size distribution and allometric relationships. The parameters of the underlying particle size distribution (PSD) used in the retrieval are also provided - namely, the power-law slope and the differential number concentration at a reference diameter of 2 µm (No). Note that absolute carbon concentrations include an empirical correction to the No PSD parameter, but No itself is given here before this correction. Partial uncertainty estimates are also provided. For details see the cited reference or preferably, the corresponding finalized article expected in Ocean Science, when available (the revised article version contains details on the aforementioned empirical correction). 
	Data files(s) are in NetCDF format and consist of 157 monthly mapped SeaWiFS-derived data, 12 monthly climatologies and one overall climatology (170 files total) at 9 km nominal resolution. Please see attached list of files for a detailed explanation of files and file names.
	The input data set used for the creation of the data posted here consists of monthly SeaWiFS spectral remote-sensing reflectance (Rrs) data, reprocessing R2010.0. These input SeaWiFS data were downloaded from the NASA Ocean Biology Distributed Active Archive Center (OB.DAAC) maintained by the NASA Ocean Biology Processing Group (OBPG) at the NASA Goddard Space Flight Center (GSFC). We hereby acknowledge NASA and the OBPG specifically for maintaining and providing the SeaWiFS data set, the SeaBASS in-situ data set and validation search tool, and generally for their support for ocean color research. DigitalGlobe and predecessor companies GeoEye, Inc. and ORBIMAGE are also acknowledged for their role in SeaWiFS data acquisition. The citation for the input SeaWiFS data set is as follows: "NASA Goddard Space Flight Center, Ocean Biology Distributed Active Archive Center; (2010): Sea-viewing Wide Field-of-view Sensor (SeaWiFS) Ocean Color Data, NASA OB.DAAC, Greenbelt, MD, USA. Reprocessing R2010.0. Accessed 2012/01/30. Maintained by NASA Ocean Biology Distributed Active Archive Center (OB.DAAC), Goddard Space Flight Center, Greenbelt MD."
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Kostadinov, Tihomir S (kostadinov.t@gmail.com) * COMMENT: Start
	DATE/TIME (Date/Time) * GEOCODE * PI: Kostadinov, Tihomir S (kostadinov.t@gmail.com) * COMMENT: End
	File name (File name) * PI: Kostadinov, Tihomir S (kostadinov.t@gmail.com)
	Uniform resource locator/link to file (URL file) * PI: Kostadinov, Tihomir S (kostadinov.t@gmail.com) * COMMENT: NetCDF
	File size [kByte] (File size) * PI: Kostadinov, Tihomir S (kostadinov.t@gmail.com)
License:	Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported (CC-BY-NC-SA-3.0)
Size:	510 data points
*/
Date/Time (Start)	Date/Time (End)	File name	URL file (NetCDF)	File size [kByte]
1997-09-01	2010-12-31	PSD_PFT_C_mission_climatology_SeaWiFS.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/PSD_PFT_C_mission_climatology_SeaWiFS.nc	285865
1998-01-01	2010-01-31	PSD_PFT_C_MO_climatology_SeaWiFS_01.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/PSD_PFT_C_MO_climatology_SeaWiFS_01.nc	262930
1998-02-01	2010-02-28	PSD_PFT_C_MO_climatology_SeaWiFS_02.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/PSD_PFT_C_MO_climatology_SeaWiFS_02.nc	270709
1998-03-01	2010-03-31	PSD_PFT_C_MO_climatology_SeaWiFS_03.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/PSD_PFT_C_MO_climatology_SeaWiFS_03.nc	274935
1998-04-01	2010-04-30	PSD_PFT_C_MO_climatology_SeaWiFS_04.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/PSD_PFT_C_MO_climatology_SeaWiFS_04.nc	266664
1998-05-01	2010-05-31	PSD_PFT_C_MO_climatology_SeaWiFS_05.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/PSD_PFT_C_MO_climatology_SeaWiFS_05.nc	247040
1998-06-01	2010-06-30	PSD_PFT_C_MO_climatology_SeaWiFS_06.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/PSD_PFT_C_MO_climatology_SeaWiFS_06.nc	234398
1998-07-01	2010-07-31	PSD_PFT_C_MO_climatology_SeaWiFS_07.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/PSD_PFT_C_MO_climatology_SeaWiFS_07.nc	242686
1998-08-01	2010-08-31	PSD_PFT_C_MO_climatology_SeaWiFS_08.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/PSD_PFT_C_MO_climatology_SeaWiFS_08.nc	263253
1997-09-01	2010-09-30	PSD_PFT_C_MO_climatology_SeaWiFS_09.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/PSD_PFT_C_MO_climatology_SeaWiFS_09.nc	267375
1997-10-01	2010-10-31	PSD_PFT_C_MO_climatology_SeaWiFS_10.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/PSD_PFT_C_MO_climatology_SeaWiFS_10.nc	262213
1997-11-01	2010-11-30	PSD_PFT_C_MO_climatology_SeaWiFS_11.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/PSD_PFT_C_MO_climatology_SeaWiFS_11.nc	259076
1997-12-01	2010-12-31	PSD_PFT_C_MO_climatology_SeaWiFS_12.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/PSD_PFT_C_MO_climatology_SeaWiFS_12.nc	256516
1997-09-01	1997-09-30	S19972441997273.L3m_MO_PSD_PFT_C.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/S19972441997273.L3m_MO_PSD_PFT_C.nc	189497
1997-10-01	1997-10-31	S19972741997304.L3m_MO_PSD_PFT_C.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/S19972741997304.L3m_MO_PSD_PFT_C.nc	209252
1997-11-01	1997-11-30	S19973051997334.L3m_MO_PSD_PFT_C.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/S19973051997334.L3m_MO_PSD_PFT_C.nc	217560
1997-12-01	1997-12-31	S19973351997365.L3m_MO_PSD_PFT_C.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/S19973351997365.L3m_MO_PSD_PFT_C.nc	211661
1998-01-01	1998-01-31	S19980011998031.L3m_MO_PSD_PFT_C.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/S19980011998031.L3m_MO_PSD_PFT_C.nc	208062
1998-02-01	1998-02-28	S19980321998059.L3m_MO_PSD_PFT_C.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/S19980321998059.L3m_MO_PSD_PFT_C.nc	217673
1998-03-01	1998-03-31	S19980601998090.L3m_MO_PSD_PFT_C.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/S19980601998090.L3m_MO_PSD_PFT_C.nc	218538
1998-04-01	1998-04-30	S19980911998120.L3m_MO_PSD_PFT_C.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/S19980911998120.L3m_MO_PSD_PFT_C.nc	216335
1998-05-01	1998-05-31	S19981211998151.L3m_MO_PSD_PFT_C.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/S19981211998151.L3m_MO_PSD_PFT_C.nc	205257
1998-06-01	1998-06-30	S19981521998181.L3m_MO_PSD_PFT_C.nc	http://hs.pangaea.de/sat/Kostadinov_etal_2015/S19981521998181.L3m_MO_PSD_PFT_C.nc	191478
